Date,Development Activity,Dev. Activity Contributors Count,Dev. Activity (Cryptocurrency),Dev. Activity (Bitcoin)
2020-06-15T00:00:00.000Z,65.29,24,405.43,146.71
2020-06-16T00:00:00.000Z,64.43,26,359.71,141.14
2020-06-17T00:00:00.000Z,78.29,22,410.57,163.86
2020-06-18T00:00:00.000Z,87.71,21,410,175.43
2020-06-19T00:00:00.000Z,96.14,19,422.43,176.43
2020-06-20T00:00:00.000Z,95.57,12,418.71,172.14
2020-06-21T00:00:00.000Z,96.57,14,418.57,167
2020-06-22T00:00:00.000Z,97.43,23,395.29,160.71
2020-06-23T00:00:00.000Z,90.29,17,361.86,153.71
2020-06-24T00:00:00.000Z,83.71,20,343.14,141.86
2020-06-25T00:00:00.000Z,70,16,307,130.29
2020-06-26T00:00:00.000Z,58.29,11,271.57,127.29
2020-06-27T00:00:00.000Z,57.29,8,271.86,135.71
2020-06-28T00:00:00.000Z,54.86,7,268,132.86
2020-06-29T00:00:00.000Z,55.43,18,280.43,131.86
2020-06-30T00:00:00.000Z,56,18,279.43,131.57
2020-07-01T00:00:00.000Z,61,19,298.43,141.29
2020-07-02T00:00:00.000Z,59.29,14,302.29,135.57
2020-07-03T00:00:00.000Z,63.43,18,305.43,131.43
2020-07-04T00:00:00.000Z,63.86,11,302.14,123.57
2020-07-05T00:00:00.000Z,62.14,9,301.14,117.57
2020-07-06T00:00:00.000Z,52.57,12,276.29,112
2020-07-07T00:00:00.000Z,51.14,12,283.29,108.29
2020-07-08T00:00:00.000Z,42.71,17,255.71,96
2020-07-09T00:00:00.000Z,49.86,23,279.43,96.57
2020-07-10T00:00:00.000Z,48,15,290.14,96.14
2020-07-11T00:00:00.000Z,53.14,14,299.14,101.29
2020-07-12T00:00:00.000Z,55.86,12,300.14,107
2020-07-13T00:00:00.000Z,61.57,17,321.29,117.29
2020-07-14T00:00:00.000Z,66.14,21,333,123.14
2020-07-15T00:00:00.000Z,68,17,325.29,121.71
2020-07-16T00:00:00.000Z,63.57,23,322.57,114.43
2020-07-17T00:00:00.000Z,58.57,12,316.57,114
2020-07-18T00:00:00.000Z,53.29,9,310.71,107.14
2020-07-19T00:00:00.000Z,55.43,10,313.29,108
2020-07-20T00:00:00.000Z,51.86,14,297.43,101
2020-07-21T00:00:00.000Z,47.86,16,287.86,93
2020-07-22T00:00:00.000Z,49.43,20,310.14,98.29
2020-07-23T00:00:00.000Z,52,22,301,109.71
2020-07-24T00:00:00.000Z,57.29,23,309,119.29
2020-07-25T00:00:00.000Z,59,13,312.29,122.57
2020-07-26T00:00:00.000Z,57.71,13,313.14,119.86
2020-07-27T00:00:00.000Z,59.43,19,327.86,121.43
2020-07-28T00:00:00.000Z,66,15,339,130.71
2020-07-29T00:00:00.000Z,60.43,16,333.86,123
2020-07-30T00:00:00.000Z,58.71,20,345.71,117.14
2020-07-31T00:00:00.000Z,57.71,22,364.29,112.43
2020-08-01T00:00:00.000Z,60,12,378.71,116.71
2020-08-02T00:00:00.000Z,60.43,16,386.86,119.14
2020-08-03T00:00:00.000Z,63.86,22,397,120.57
2020-08-04T00:00:00.000Z,64,25,399.43,121.57
2020-08-05T00:00:00.000Z,71,18,421.29,134.14
2020-08-06T00:00:00.000Z,73.14,22,415.57,134.86
2020-08-07T00:00:00.000Z,73.86,21,396,129.43
2020-08-08T00:00:00.000Z,69.71,10,374.43,128.57
2020-08-09T00:00:00.000Z,69,5,364.43,130.57
2020-08-10T00:00:00.000Z,65.43,16,339,125.29
2020-08-11T00:00:00.000Z,62.14,18,329.29,118.57
2020-08-12T00:00:00.000Z,61.29,14,311.43,112
2020-08-13T00:00:00.000Z,53.86,19,291.43,108.86
2020-08-14T00:00:00.000Z,62.43,30,316.14,115.14
2020-08-15T00:00:00.000Z,67.57,20,328.86,112.86
2020-08-16T00:00:00.000Z,65.71,11,329,108
2020-08-17T00:00:00.000Z,70.29,21,362.14,109
2020-08-18T00:00:00.000Z,70.14,19,374,108.14
2020-08-19T00:00:00.000Z,69.57,19,381.14,111.71
2020-08-20T00:00:00.000Z,80.86,21,414,118.86
2020-08-21T00:00:00.000Z,70.57,13,365.29,106.14
2020-08-22T00:00:00.000Z,61.86,0,336.29,97
2020-08-23T00:00:00.000Z,60,2,325.86,93.71
2020-08-24T00:00:00.000Z,70.86,24,325,111.71
2020-08-25T00:00:00.000Z,90.57,25,359,137.57
2020-08-26T00:00:00.000Z,95.29,18,359.57,143.57
2020-08-27T00:00:00.000Z,96.86,23,352.57,149
2020-08-28T00:00:00.000Z,115.43,23,441.29,182.86
2020-08-29T00:00:00.000Z,127,14,470.14,204.57
2020-08-30T00:00:00.000Z,137.43,17,490.86,216.14
2020-08-31T00:00:00.000Z,133.43,24,490.57,211.71
2020-09-01T00:00:00.000Z,117.71,21,461.29,196.86
2020-09-02T00:00:00.000Z,115,23,456.14,186.43
2020-09-03T00:00:00.000Z,115.29,23,460.29,190.43
2020-09-04T00:00:00.000Z,126.29,25,482.29,200.57
2020-09-05T00:00:00.000Z,128.43,17,507,195.86
2020-09-06T00:00:00.000Z,132.14,20,523,203.43
2020-09-07T00:00:00.000Z,130.29,18,514.71,207.43
2020-09-08T00:00:00.000Z,142.43,24,542.57,215.43
2020-09-09T00:00:00.000Z,151.29,20,599.43,230.57
2020-09-10T00:00:00.000Z,142.71,30,597,222
2020-09-11T00:00:00.000Z,120.43,22,548.14,202.86
2020-09-12T00:00:00.000Z,111.86,10,522.29,197.43
2020-09-13T00:00:00.000Z,101.29,14,505.86,186.43
2020-09-14T00:00:00.000Z,102.86,21,514.14,205
2020-09-15T00:00:00.000Z,97.57,24,497.29,208.14
2020-09-16T00:00:00.000Z,90.43,21,462,216.29
2020-09-17T00:00:00.000Z,95.57,22,477.71,223
2020-09-18T00:00:00.000Z,89.43,18,460.29,209
2020-09-19T00:00:00.000Z,90.86,11,470.86,210.71
2020-09-20T00:00:00.000Z,90.86,11,465.43,206.86
2020-09-21T00:00:00.000Z,93.71,22,477.14,188.29
2020-09-22T00:00:00.000Z,98,23,503.29,187
2020-09-23T00:00:00.000Z,100.71,22,495.43,179.14
2020-09-24T00:00:00.000Z,106,20,509.29,185.14
2020-09-25T00:00:00.000Z,115,25,533.29,201.29
2020-09-26T00:00:00.000Z,116.43,15,524.57,202.71
2020-09-27T00:00:00.000Z,115.14,13,518.29,204.14
2020-09-28T00:00:00.000Z,119,16,522.86,212.57
2020-09-29T00:00:00.000Z,119.71,19,519.86,213.86
2020-09-30T00:00:00.000Z,123.86,22,529,211.71
2020-10-01T00:00:00.000Z,126.71,21,517,215.29
2020-10-02T00:00:00.000Z,142.29,22,530.57,227.71
2020-10-03T00:00:00.000Z,153,17,555.57,235.71
2020-10-04T00:00:00.000Z,166.29,12,581.71,251.86
2020-10-05T00:00:00.000Z,185,26,606.14,275.14
2020-10-06T00:00:00.000Z,195.57,24,617.29,293.86
2020-10-07T00:00:00.000Z,196.14,20,616,302.43
2020-10-08T00:00:00.000Z,202.14,25,626.43,319.71
2020-10-09T00:00:00.000Z,188.71,15,605.71,302.86
2020-10-10T00:00:00.000Z,176.86,10,576.86,290.43
2020-10-11T00:00:00.000Z,194,18,613.57,304.57
2020-10-12T00:00:00.000Z,181,23,606,281.57
2020-10-13T00:00:00.000Z,162.14,24,561.71,252.43
2020-10-14T00:00:00.000Z,156.57,18,552,241.43
2020-10-15T00:00:00.000Z,140.29,23,536.29,209.29
2020-10-16T00:00:00.000Z,136.43,17,543.71,203.86
2020-10-17T00:00:00.000Z,135.57,11,544.14,207
2020-10-18T00:00:00.000Z,106.43,7,485,179.71
2020-10-19T00:00:00.000Z,93.86,16,453.29,163.43
2020-10-20T00:00:00.000Z,94,25,484.14,164.71
2020-10-21T00:00:00.000Z,102.29,23,492.43,175.43
2020-10-22T00:00:00.000Z,113,23,507.71,189.71
2020-10-23T00:00:00.000Z,109.29,17,491.14,189.14
2020-10-24T00:00:00.000Z,114.29,7,499,193.29
2020-10-25T00:00:00.000Z,112.43,8,500.57,188.71
2020-10-26T00:00:00.000Z,108.86,19,496.71,188
2020-10-27T00:00:00.000Z,102.71,17,463.14,178.43
2020-10-28T00:00:00.000Z,97.29,19,466.14,172.43
2020-10-29T00:00:00.000Z,83.57,17,447.43,154.43
2020-10-30T00:00:00.000Z,89.86,19,475.43,167.29
2020-10-31T00:00:00.000Z,89.57,13,478.86,166.14
2020-11-01T00:00:00.000Z,98.86,13,504.43,175.86
2020-11-02T00:00:00.000Z,93.71,20,492.14,174.86
2020-11-03T00:00:00.000Z,92.29,16,496.14,182.29
2020-11-04T00:00:00.000Z,86.14,15,473.71,176.43
2020-11-05T00:00:00.000Z,86.29,19,463.71,184.43
2020-11-06T00:00:00.000Z,76.43,15,427.71,171
2020-11-07T00:00:00.000Z,70,13,428.29,162
2020-11-08T00:00:00.000Z,66.71,11,412.71,157.86
2020-11-09T00:00:00.000Z,69.57,15,431.14,166.29
2020-11-10T00:00:00.000Z,82.57,16,453.14,172.71
2020-11-11T00:00:00.000Z,84,19,463.29,175
2020-11-12T00:00:00.000Z,87.29,14,449.43,177
2020-11-13T00:00:00.000Z,92.14,14,441.86,175.14
2020-11-14T00:00:00.000Z,91.86,12,428.14,178
2020-11-15T00:00:00.000Z,87.86,14,422.43,171.43
2020-11-16T00:00:00.000Z,81,14,390.71,156.29
2020-11-17T00:00:00.000Z,75.29,13,374.43,145.71
2020-11-18T00:00:00.000Z,76.86,20,381.14,138.57
2020-11-19T00:00:00.000Z,81.43,16,394.86,139
2020-11-20T00:00:00.000Z,78.57,15,399.57,136.14
2020-11-21T00:00:00.000Z,76.43,7,395.71,131.57
2020-11-22T00:00:00.000Z,79.57,11,396.43,137.14
2020-11-23T00:00:00.000Z,90.57,18,420.43,150.86
2020-11-24T00:00:00.000Z,87.43,15,420.57,160.14
2020-11-25T00:00:00.000Z,83.29,18,422.43,164.29
2020-11-26T00:00:00.000Z,73.14,17,389.14,154
2020-11-27T00:00:00.000Z,71.57,16,361.14,149.86
2020-11-28T00:00:00.000Z,77.57,14,364.43,153.86
2020-11-29T00:00:00.000Z,70.29,7,348.86,145.29
2020-11-30T00:00:00.000Z,64.57,12,341.57,139.57
2020-12-01T00:00:00.000Z,65.29,16,332.14,144.71
2020-12-02T00:00:00.000Z,73.14,27,343.14,163.14
2020-12-03T00:00:00.000Z,88.86,21,432.29,190.86
2020-12-04T00:00:00.000Z,96.71,18,515.43,212.43
2020-12-05T00:00:00.000Z,95.14,14,549.71,213.43
2020-12-06T00:00:00.000Z,104.57,16,606.86,225.29
2020-12-07T00:00:00.000Z,124.14,18,669.71,249.71
2020-12-08T00:00:00.000Z,125.86,20,683.14,251.29
2020-12-09T00:00:00.000Z,126.86,16,687.86,244.29
2020-12-10T00:00:00.000Z,126,28,647.86,233.86
2020-12-11T00:00:00.000Z,120.43,23,595.43,218.57
2020-12-12T00:00:00.000Z,119,10,561.14,221.86
2020-12-13T00:00:00.000Z,113.43,12,522.71,220
2020-12-14T00:00:00.000Z,97.14,20,471.86,199.71
2020-12-15T00:00:00.000Z,97.71,18,458.14,197.14
2020-12-16T00:00:00.000Z,99.29,24,432,198.43
2020-12-17T00:00:00.000Z,101.43,23,428.14,191.43
2020-12-18T00:00:00.000Z,103.86,17,422.14,193.86
2020-12-19T00:00:00.000Z,110.86,16,436,196.43
2020-12-20T00:00:00.000Z,114.57,13,431.14,201.14
2020-12-21T00:00:00.000Z,114.86,15,421,204.29
2020-12-22T00:00:00.000Z,113.86,14,410.71,190.86
2020-12-23T00:00:00.000Z,98.29,14,379.71,167.43
2020-12-24T00:00:00.000Z,84.43,19,339,149.14
2020-12-25T00:00:00.000Z,74.14,7,296.14,135.14
2020-12-26T00:00:00.000Z,66.14,9,292.43,123.43
2020-12-27T00:00:00.000Z,65.86,11,305.57,122.57
2020-12-28T00:00:00.000Z,66.14,22,303.57,122.29
2020-12-29T00:00:00.000Z,61.57,15,292,121.29
2020-12-30T00:00:00.000Z,67.86,16,305.71,132.43
2020-12-31T00:00:00.000Z,65.57,15,298,140.14
2021-01-01T00:00:00.000Z,71.14,14,313.29,143.86
2021-01-02T00:00:00.000Z,77.43,13,319.86,154
2021-01-03T00:00:00.000Z,80,16,325.43,159.29
2021-01-04T00:00:00.000Z,78.43,26,324,157.43
2021-01-05T00:00:00.000Z,84.43,25,360.29,159
2021-01-06T00:00:00.000Z,89.29,25,362.14,154.57
2021-01-07T00:00:00.000Z,93.43,20,392.71,159.43
2021-01-08T00:00:00.000Z,99.71,19,428,167.57
2021-01-09T00:00:00.000Z,96,15,419,162
2021-01-10T00:00:00.000Z,95.29,18,409.14,151.29
2021-01-11T00:00:00.000Z,98.71,20,412.57,150.71
2021-01-12T00:00:00.000Z,102.14,25,409,157.29
2021-01-13T00:00:00.000Z,96.29,20,404.71,158.86
2021-01-14T00:00:00.000Z,102.86,20,412.29,162
2021-01-15T00:00:00.000Z,109.14,21,423.57,170.14
2021-01-16T00:00:00.000Z,105.71,9,418.29,169.43
2021-01-17T00:00:00.000Z,102.14,11,408.57,171.14
2021-01-18T00:00:00.000Z,98.86,16,398.14,161.86
2021-01-19T00:00:00.000Z,92,24,390.86,163.57
2021-01-20T00:00:00.000Z,90.14,16,408.71,162.57
2021-01-21T00:00:00.000Z,82.71,18,405.86,155.86
2021-01-22T00:00:00.000Z,82.43,22,405.57,154.57
2021-01-23T00:00:00.000Z,84.57,12,403.14,154.14
2021-01-24T00:00:00.000Z,86.29,12,404.71,155.43
2021-01-25T00:00:00.000Z,91.86,21,429.71,163.71
2021-01-26T00:00:00.000Z,91.86,21,424.14,160.29
2021-01-27T00:00:00.000Z,103.71,19,428.57,170
2021-01-28T00:00:00.000Z,110.57,21,436,176.43
2021-01-29T00:00:00.000Z,112.71,20,439.57,188
2021-01-30T00:00:00.000Z,110,9,434.14,186.14
2021-01-31T00:00:00.000Z,108.71,10,443.57,181.29
2021-02-01T00:00:00.000Z,110.14,23,453.43,184.29
2021-02-02T00:00:00.000Z,114,27,464.86,183.86
2021-02-03T00:00:00.000Z,112.43,21,472.43,186.71
2021-02-04T00:00:00.000Z,109.14,22,472.86,187.71
2021-02-05T00:00:00.000Z,105.14,22,462.86,170.57
2021-02-06T00:00:00.000Z,108.43,10,472.29,171.71
2021-02-07T00:00:00.000Z,106.29,16,457.86,172.57
2021-02-08T00:00:00.000Z,108,20,442.57,168.71
2021-02-09T00:00:00.000Z,115.86,25,446.57,180.57
2021-02-10T00:00:00.000Z,115.86,29,439.71,175.43
2021-02-11T00:00:00.000Z,117,20,426.71,177.43
2021-02-12T00:00:00.000Z,124.43,28,451.14,198.14
2021-02-13T00:00:00.000Z,123.29,12,459.29,195.71
2021-02-14T00:00:00.000Z,122.57,12,465.43,191.71
2021-02-15T00:00:00.000Z,121.29,23,458.57,209.86
2021-02-16T00:00:00.000Z,115.43,22,448.86,202.43
2021-02-17T00:00:00.000Z,109.86,25,429.43,202.57
2021-02-18T00:00:00.000Z,114.43,25,455,203.43
2021-02-19T00:00:00.000Z,105.14,27,439.86,184.43
2021-02-20T00:00:00.000Z,104.29,15,419.71,185.29
2021-02-21T00:00:00.000Z,106,14,421.86,187.86
2021-02-22T00:00:00.000Z,95.71,19,420.57,160
2021-02-23T00:00:00.000Z,98.71,27,429.86,157
2021-02-24T00:00:00.000Z,93,18,416,148.14
2021-02-25T00:00:00.000Z,80.43,18,383.29,144
2021-02-26T00:00:00.000Z,75.71,22,360.86,148.43
2021-02-27T00:00:00.000Z,79,12,381.86,156.86
2021-02-28T00:00:00.000Z,84.57,18,399,161.71
2021-03-01T00:00:00.000Z,94.57,23,415,176.43
2021-03-02T00:00:00.000Z,103.14,30,417,195.43
2021-03-03T00:00:00.000Z,112,22,433.29,209.86
2021-03-04T00:00:00.000Z,122.14,27,454.29,211.43
2021-03-05T00:00:00.000Z,121.86,22,453.71,204.86
2021-03-06T00:00:00.000Z,128,24,460.14,209.29
2021-03-07T00:00:00.000Z,123.29,13,439.29,206.43
2021-03-08T00:00:00.000Z,118.86,26,428.29,199.29
2021-03-09T00:00:00.000Z,106.43,24,420.57,187.14
2021-03-10T00:00:00.000Z,103.57,23,440.14,178.86
2021-03-11T00:00:00.000Z,104,20,439,187.86
2021-03-12T00:00:00.000Z,109.43,16,473.86,191.14
2021-03-13T00:00:00.000Z,99.43,8,454.29,176.29
2021-03-14T00:00:00.000Z,104.43,11,465.86,180.86
2021-03-15T00:00:00.000Z,122.71,28,496.71,202.71
2021-03-16T00:00:00.000Z,131,26,537.14,206.86
2021-03-17T00:00:00.000Z,129.86,17,532.57,213
2021-03-18T00:00:00.000Z,122.43,16,524.86,195.14
2021-03-19T00:00:00.000Z,127,21,521.71,205.57
2021-03-20T00:00:00.000Z,138.43,12,544.14,217.71
2021-03-21T00:00:00.000Z,133.14,9,529.71,212.14
2021-03-22T00:00:00.000Z,114.43,24,497.43,192.57
2021-03-23T00:00:00.000Z,107.71,19,458.71,188.57
2021-03-24T00:00:00.000Z,113,22,458.29,194.14
2021-03-25T00:00:00.000Z,116.29,18,454,192.71
2021-03-26T00:00:00.000Z,109,13,429.57,186.29
2021-03-27T00:00:00.000Z,99.14,10,421,179
2021-03-28T00:00:00.000Z,102,12,434.71,180.86
2021-03-29T00:00:00.000Z,99.71,19,442.57,174.57
2021-03-30T00:00:00.000Z,92.29,19,448.71,167.43
2021-03-31T00:00:00.000Z,79.71,13,432.14,142.71
2021-04-01T00:00:00.000Z,80.29,16,447.71,154.71
